,location,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010,Name_2010,lat,lng
468,"Bellwood, PA",0.0,0.0,0.0,0.0,2629.0,2560.0,2772.0,2559.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40.6033996,-78.3247365
469,"Belmar, NJ",0.0,0.0,0.0,0.0,0.0,3491.0,3435.0,4636.0,5190.0,5782.0,6771.0,5877.0,6045.0,5794.0,Belmar borough,40.1784471,-74.0218037
470,"Belmond, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2506.0,0.0,2505.0,2500.0,2560.0,0.0,0,42.84608,-93.61409909999999
471,"Belmont, CA",202.0,0.0,0.0,0.0,0.0,984.0,1229.0,5567.0,15996.0,23538.0,24505.0,24127.0,25123.0,25835.0,Belmont city,37.5202145,-122.27580079999998
472,"Belmont, MA",0.0,0.0,0.0,5542.0,10749.0,21748.0,26867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belmont town,42.3959296,-71.17866550000001
473,"Belmont, NC",0.0,0.0,0.0,0.0,2941.0,4121.0,4356.0,5330.0,5007.0,4814.0,4607.0,8434.0,8705.0,10076.0,Belmont city,35.2429175,-81.037297
474,"Beloit, KS",0.0,0.0,0.0,3082.0,3315.0,3502.0,3765.0,4085.0,3837.0,4121.0,4367.0,4066.0,4019.0,3835.0,Beloit city,39.456117799999994,-98.1061595
475,"Beloit, WI",4790.0,6315.0,10436.0,15125.0,21284.0,23611.0,25365.0,29590.0,32846.0,35729.0,35207.0,35573.0,35775.0,36966.0,Beloit city,42.5083482,-89.0317765
476,"Belpre, OH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5418.0,7189.0,7193.0,6796.0,6660.0,6441.0,Belpre city,39.2739639,-81.57290290000002
477,"Belton, MO",0.0,0.0,900.0,0.0,0.0,0.0,1000.0,0.0,4897.0,12270.0,12708.0,18150.0,21730.0,23116.0,Belton city,38.8119527,-94.5318982
478,"Belton, SC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3371.0,5106.0,5257.0,5312.0,4646.0,4461.0,4134.0,Belton city,34.522888099999996,-82.49429479999999
479,"Belton, TX",0.0,3000.0,3700.0,4164.0,5098.0,3779.0,3572.0,6246.0,8163.0,8696.0,10660.0,12476.0,14623.0,18216.0,Belton city,31.0560132,-97.464453
480,"Belvedere, CA",0.0,0.0,434.0,481.0,616.0,500.0,457.0,800.0,2148.0,2599.0,2401.0,2147.0,2125.0,2068.0,0,37.872704399999996,-122.46441709999999
481,"Belvidere, IL",2951.0,3867.0,6937.0,7253.0,7804.0,8123.0,8094.0,9422.0,11223.0,14061.0,15176.0,15958.0,20820.0,25585.0,Belvidere city,42.2639098,-88.8442674
482,"Belvidere, NJ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2636.0,2641.0,0.0,2669.0,2771.0,2681.0,Belvidere town,40.82982,-75.0776747
483,"Belzoni, MS",0.0,0.0,0.0,0.0,0.0,2735.0,3789.0,4071.0,4142.0,3146.0,2982.0,2536.0,2663.0,0.0,0,33.184291200000004,-90.4892563
484,"Bemidji, MN",0.0,0.0,0.0,5099.0,7086.0,7202.0,9427.0,10001.0,9958.0,11490.0,10949.0,11245.0,11917.0,13431.0,Bemidji city,47.473563299999995,-94.8802767
485,"Benavides, TX",0.0,0.0,0.0,0.0,0.0,0.0,3081.0,3016.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27.598919399999996,-98.4080661
486,"Benbrook, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3254.0,8169.0,13579.0,19564.0,20208.0,21234.0,Benbrook city,32.673188,-97.46057590000001
487,"Bend, OR",0.0,0.0,0.0,536.0,5415.0,8848.0,10021.0,11409.0,11936.0,13710.0,17263.0,20469.0,52029.0,76639.0,Bend city,44.058172799999994,-121.31530959999999
488,"Benicia, CA",1794.0,2361.0,2751.0,2360.0,2693.0,2913.0,2419.0,7284.0,6070.0,7349.0,15376.0,24437.0,26865.0,26997.0,Benicia city,38.049365,-122.1585777
489,"Benld, IL",0.0,0.0,0.0,0.0,3316.0,2980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39.09282460000001,-89.8039845
490,"Bennettsville, SC",0.0,0.0,0.0,2646.0,3197.0,3667.0,4895.0,5140.0,6963.0,7468.0,8774.0,9345.0,9425.0,9069.0,Bennettsville city,34.617380299999994,-79.6847814
491,"Bennington, VT",3836.0,3971.0,5656.0,6211.0,7230.0,7390.0,7628.0,8002.0,13000.0,14600.0,0.0,16500.0,15700.0,0.0,0,42.878134499999994,-73.1967741
492,"Bensenville, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3754.0,9141.0,12956.0,16106.0,17767.0,20703.0,18352.0,Bensenville village,41.9550296,-87.9400657
493,"Benson, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2839.0,4190.0,3824.0,4711.0,5105.0,Benson city,31.967861100000004,-110.29451740000002
494,"Benson, MN",0.0,0.0,0.0,0.0,0.0,0.0,2729.0,3398.0,3678.0,3484.0,3656.0,3235.0,3376.0,3240.0,Benson city,45.3149604,-95.60003490000001
495,"Benson, NC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2792.0,2810.0,2923.0,3311.0,Benson town,35.3821067,-78.548621
496,"Bentleyville, PA",0.0,0.0,0.0,0.0,3679.0,3609.0,3428.0,3295.0,3160.0,2714.0,2525.0,2673.0,2502.0,2581.0,Bentleyville borough,40.116738700000006,-80.0083855
497,"Benton City, WA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2624.0,3038.0,Benton City city,46.263189700000005,-119.487802
498,"Benton Harbor, MI",0.0,3692.0,6562.0,9185.0,12233.0,15434.0,16668.0,18769.0,19136.0,16481.0,14707.0,12818.0,11182.0,10038.0,Benton Harbor city,42.1167065,-86.4541894
499,"Benton, AR",0.0,0.0,0.0,0.0,2933.0,3445.0,3502.0,6277.0,10399.0,16499.0,17717.0,18177.0,21906.0,30681.0,Benton city,34.564537200000004,-92.586828
500,"Benton, IL",0.0,0.0,0.0,2675.0,7201.0,8219.0,7372.0,7848.0,7023.0,6833.0,7778.0,7216.0,6880.0,7087.0,Benton city,37.996716299999996,-88.9200685
501,"Benton, KY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3074.0,3652.0,3700.0,3899.0,4197.0,4349.0,Benton city,36.8572781,-88.35031500000001
502,"Bentonville, AR",0.0,0.0,1800.0,0.0,0.0,0.0,2400.0,2900.0,3649.0,5508.0,8756.0,11257.0,19730.0,35301.0,Bentonville city,36.372853799999994,-94.2088172
503,"Berea, KY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3372.0,4302.0,6956.0,8226.0,9126.0,9851.0,13561.0,Berea city,37.568694,-84.29632240000001
504,"Berea, OH",0.0,2533.0,2510.0,2609.0,2959.0,5697.0,6025.0,12051.0,16592.0,22465.0,19567.0,19051.0,18970.0,19093.0,Berea city,41.3661614,-81.8543026
505,"Bergenfield, NJ",0.0,0.0,0.0,0.0,3667.0,8816.0,10275.0,17647.0,27203.0,29000.0,25568.0,24458.0,26247.0,26764.0,Bergenfield borough,40.927598700000004,-73.9973608
506,"Berkeley, CA",0.0,5101.0,13214.0,40434.0,56036.0,82109.0,85547.0,113805.0,111268.0,116716.0,103328.0,102724.0,102743.0,112580.0,Berkeley city,37.87159260000001,-122.272747
507,"Berkeley, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6152.0,5467.0,5137.0,5245.0,5209.0,Berkeley village,41.8889194,-87.90339559999998
508,"Berkeley, MO",0.0,0.0,0.0,0.0,0.0,0.0,2577.0,5268.0,18676.0,19743.0,15922.0,12450.0,10063.0,8978.0,Berkeley city,38.75449520000001,-90.3312256
509,"Berlin, MD",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2616.0,3491.0,4485.0,Berlin town,38.3226154,-75.2176892
510,"Berlin, NH",0.0,3729.0,8886.0,11780.0,16104.0,20018.0,19084.0,16615.0,17821.0,15256.0,13084.0,11824.0,10331.0,10051.0,Berlin city,44.4686696,-71.18507679999999
511,"Berlin, NJ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3578.0,4997.0,5786.0,5672.0,6149.0,7588.0,Berlin borough,39.791226200000004,-74.9290536
512,"Berlin, WI",3353.0,4149.0,4489.0,4636.0,4400.0,4106.0,4247.0,4693.0,4638.0,5338.0,5478.0,5371.0,5305.0,5524.0,Berlin city,43.9680365,-88.94344770000001
513,"Bernalillo, NM",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2574.0,0.0,3012.0,5960.0,6611.0,8320.0,Bernalillo town,35.30004,-106.55113689999999
514,"Bernardsville, NJ",0.0,0.0,0.0,0.0,0.0,3336.0,3405.0,3956.0,5515.0,6652.0,6715.0,6597.0,7345.0,7707.0,Bernardsville borough,40.718712,-74.569324
515,"Berne, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2644.0,2988.0,3300.0,3559.0,4150.0,3999.0,Berne city,40.6578242,-84.9519115
516,"Berryville, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2966.0,3212.0,4433.0,5356.0,Berryville city,36.364792,-93.5679667
517,"Berryville, VA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3097.0,2963.0,4185.0,Berryville town,39.1517713,-77.9822193
518,"Berthoud, CO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2990.0,4839.0,5105.0,Berthoud town,40.3083174,-105.08109240000002
519,"Berwick, LA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2619.0,3880.0,4168.0,4466.0,4375.0,4418.0,4946.0,Berwick town,29.6946526,-91.2189925
520,"Berwick, PA",0.0,2701.0,3916.0,5357.0,12181.0,12660.0,13181.0,14010.0,13353.0,12274.0,11850.0,10976.0,10774.0,10477.0,Berwick borough,41.054529200000005,-76.23326759999999
521,"Berwyn Heights, MD",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3934.0,3135.0,2952.0,2942.0,3123.0,Berwyn Heights town,38.9939991,-76.9105292
522,"Berwyn, IL",0.0,0.0,0.0,5841.0,14150.0,47027.0,48451.0,51280.0,54224.0,52502.0,46849.0,45426.0,54016.0,56657.0,Berwyn city,41.8505874,-87.79366850000001
523,"Bessemer City, NC",0.0,0.0,0.0,0.0,0.0,3739.0,3567.0,3961.0,4017.0,5217.0,4787.0,4698.0,5119.0,5340.0,Bessemer City city,35.2848579,-81.28397
524,"Bessemer, AL",0.0,4544.0,6358.0,10864.0,18674.0,20721.0,22826.0,28445.0,33054.0,33428.0,31729.0,33497.0,29672.0,27456.0,Bessemer city,33.4017766,-86.954437
525,"Bethalto, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3235.0,7074.0,8630.0,9507.0,9454.0,9521.0,Bethalto village,38.909213799999996,-90.0406608
526,"Bethany, MO",0.0,0.0,0.0,0.0,0.0,0.0,2682.0,2714.0,2771.0,2914.0,3095.0,3005.0,3087.0,3292.0,Bethany city,40.2683344,-94.02828609999999
527,"Bethany, OK",0.0,0.0,0.0,0.0,0.0,0.0,2590.0,5705.0,12342.0,22694.0,22038.0,20075.0,20307.0,19051.0,Bethany city,35.4957110107,-97.6451590758
528,"Bethel Acres, OK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2505.0,2735.0,2895.0,Bethel Acres town,35.3126284006,-97.0493628885
529,"Bethel Park, PA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23650.0,34758.0,34755.0,33823.0,33556.0,32313.0,Bethel Park municipality,40.327569700000005,-80.03949770000001
530,"Bethel, AK",0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,1300.0,2100.0,3576.0,4674.0,5471.0,6080.0,Bethel city,60.792222200000005,-161.7558333
531,"Bethel, CT",0.0,0.0,2561.0,3041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41.3712063,-73.41400970000001
532,"Bethel, OH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2637.0,2711.0,Bethel village,38.9636771,-84.08076640000002
533,"Bethel, PA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,11324.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40.4745362,-76.2913413
534,"Bethlehem, PA",5193.0,6762.0,7293.0,12837.0,50358.0,57892.0,58490.0,66340.0,75408.0,72686.0,70419.0,71428.0,71329.0,74982.0,Bethlehem city,40.6259316,-75.3704579
535,"Bethlehem, WV",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2677.0,2694.0,2651.0,0.0,0,40.043962,-80.6906355
536,"Bettendorf, IA",0.0,0.0,0.0,0.0,0.0,2768.0,3143.0,5132.0,11534.0,22126.0,27381.0,28132.0,31275.0,33217.0,Bettendorf city,41.5244777,-90.51569
537,"Beulah, ND",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2908.0,3363.0,3152.0,3121.0,Beulah city,47.263340299999996,-101.7779462
538,"Beverly Hills, CA",0.0,0.0,0.0,0.0,674.0,17429.0,26823.0,29032.0,30817.0,33416.0,32646.0,31971.0,33784.0,34109.0,Beverly Hills city,34.073620399999996,-118.40035630000001
539,"Beverly Hills, MI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8633.0,13598.0,11598.0,10610.0,10437.0,10267.0,Beverly Hills village,42.523923700000005,-83.2232631
540,"Beverly, MA",8456.0,10821.0,13884.0,18650.0,22561.0,25086.0,25537.0,28884.0,36108.0,38348.0,37655.0,38195.0,39862.0,39502.0,Beverly city,42.5584284,-70.8800491
541,"Beverly, NJ",0.0,0.0,0.0,0.0,2562.0,2864.0,2691.0,3084.0,3400.0,3105.0,2919.0,2973.0,2661.0,2577.0,Beverly city,40.065388899999995,-74.9190558
542,"Bexley, OH",0.0,0.0,0.0,0.0,0.0,7396.0,8705.0,12378.0,14319.0,14888.0,13405.0,13088.0,13203.0,13057.0,Bexley city,39.9689532,-82.9376804
543,"Bicknell, IN",0.0,0.0,0.0,2794.0,7635.0,5212.0,5110.0,4572.0,3878.0,3717.0,4713.0,3357.0,3378.0,2915.0,Bicknell city,38.7742136,-87.3077936
544,"Biddeford, ME",12651.0,14443.0,16145.0,17079.0,18008.0,17633.0,19790.0,20836.0,19255.0,19983.0,19638.0,20710.0,20942.0,21277.0,Biddeford city,43.4925843,-70.4533844
545,"Big Bear Lake, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5351.0,5438.0,5019.0,Big Bear Lake city,34.2438964,-116.9114215
546,"Big Lake, MN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3113.0,6063.0,10060.0,Big Lake city,45.3324647,-93.7460804
547,"Big Lake, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2668.0,0.0,3404.0,3672.0,2885.0,2936.0,Big Lake city,31.191543699999997,-101.46039449999999
548,"Big Rapids, MI",3552.0,5303.0,4686.0,4519.0,4558.0,4671.0,4987.0,6736.0,8686.0,11995.0,14361.0,12603.0,10849.0,10601.0,Big Rapids city,43.6980782,-85.4836558
549,"Big Spring, TX",0.0,0.0,0.0,4102.0,4273.0,13735.0,12604.0,17286.0,31230.0,28735.0,24804.0,23093.0,25233.0,27282.0,Big Spring city,32.250398,-101.4787356
550,"Big Stone Gap, VA",0.0,0.0,0.0,2590.0,3009.0,3908.0,4331.0,5173.0,4688.0,4153.0,4748.0,4748.0,4856.0,5614.0,Big Stone Gap town,36.881764000000004,-82.74710490000001
551,"Billings, MT",0.0,0.0,3221.0,10031.0,15100.0,16380.0,23261.0,31834.0,52851.0,61581.0,66818.0,81151.0,89847.0,104170.0,Billings city,45.783285600000006,-108.50069040000001
552,"Biloxi, MS",0.0,3234.0,5467.0,8049.0,10937.0,14850.0,17475.0,37425.0,44053.0,48486.0,49311.0,46319.0,50644.0,44054.0,Biloxi city,30.396031800000003,-88.88530779999999
553,"Binghamton, NY",17317.0,35005.0,39647.0,48443.0,66800.0,76662.0,78309.0,80674.0,75941.0,64123.0,55860.0,53008.0,47380.0,47376.0,Binghamton city,42.0986867,-75.9179738
554,"Birdsboro, PA",0.0,0.0,0.0,2930.0,3299.0,3542.0,3313.0,3158.0,3025.0,3196.0,3481.0,4222.0,5064.0,5163.0,Birdsboro borough,40.264537100000005,-75.8040852
555,"Birmingham, AL",3086.0,26178.0,38415.0,132685.0,178806.0,259678.0,267583.0,326037.0,340887.0,300910.0,284413.0,265968.0,242820.0,212237.0,Birmingham city,33.5206608,-86.80249
556,"Birmingham, MI",0.0,0.0,0.0,0.0,3694.0,9539.0,11196.0,15467.0,25525.0,26170.0,21689.0,19997.0,19291.0,20103.0,Birmingham city,42.5467012,-83.2113192
557,"Birmingham, PA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40.647842100000005,-78.1952892
558,"Bisbee, AZ",0.0,0.0,0.0,9019.0,9205.0,8023.0,5853.0,3801.0,9914.0,8328.0,7154.0,6288.0,6090.0,5575.0,Bisbee city,31.448154700000003,-109.92840840000001
559,"Biscayne Park, FL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2911.0,2717.0,3088.0,3068.0,3269.0,3055.0,Biscayne Park village,25.8825951,-80.1806025
560,"Bishop, CA",0.0,340.0,0.0,1190.0,1304.0,1159.0,1490.0,2891.0,2875.0,3498.0,3333.0,3475.0,3575.0,3879.0,Bishop city,37.3635404,-118.3951101
561,"Bishop, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2731.0,3722.0,3466.0,3706.0,3337.0,3305.0,3134.0,Bishop city,27.5861441,-97.7991636
562,"Bishopville, SC",0.0,0.0,0.0,0.0,0.0,0.0,2995.0,3076.0,3586.0,3404.0,3429.0,3560.0,3670.0,3471.0,Bishopville city,34.2182107,-80.2484056
563,"Bismarck, ND",0.0,0.0,3319.0,5443.0,7122.0,11090.0,15496.0,18640.0,27670.0,34703.0,44485.0,49256.0,55532.0,61272.0,Bismarck city,46.808326799999996,-100.7837392
564,"Bixby, OK",0.0,0.0,0.0,0.0,0.0,0.0,1300.0,0.0,1700.0,3973.0,6969.0,9502.0,13336.0,20884.0,Bixby city,35.9459905006,-95.9071065885
565,"Black Diamond, WA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3970.0,4151.0,Black Diamond city,47.3087121,-122.0031691
566,"Black Jack, MO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5293.0,6128.0,6792.0,6929.0,Black Jack city,38.793383299999995,-90.26733459999998
567,"Black Mountain, NC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3204.0,4083.0,5418.0,7511.0,7848.0,Black Mountain town,35.6178951,-82.3212302
568,"Black River Falls, WI",0.0,0.0,0.0,0.0,0.0,0.0,2539.0,2824.0,3195.0,3273.0,3434.0,3490.0,3618.0,3622.0,Black River Falls city,44.2946834,-90.8515311
569,"Blackfoot, ID",0.0,0.0,0.0,0.0,3937.0,3199.0,3681.0,5180.0,7378.0,8716.0,10065.0,9646.0,10419.0,11899.0,Blackfoot city,43.190470899999994,-112.34497730000001
570,"Blacksburg, VA",0.0,0.0,0.0,0.0,0.0,0.0,2100.0,3358.0,7070.0,9384.0,30638.0,34590.0,39573.0,42620.0,Blacksburg town,37.2295733,-80.4139393
571,"Blackshear, GA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2624.0,3222.0,3263.0,3283.0,3445.0,Blackshear city,31.306051300000004,-82.2420661
572,"Blackstone, MA",4907.0,6138.0,5721.0,5648.0,4299.0,4674.0,4566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blackstone town,42.0178758,-71.5411738
573,"Blackstone, VA",0.0,0.0,0.0,0.0,0.0,0.0,2699.0,3536.0,3659.0,3412.0,3624.0,3497.0,3675.0,3621.0,Blackstone town,37.080428000000005,-77.9972259
574,"Blackville, SC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.0,2688.0,2973.0,0.0,0,33.3579297,-81.27066059999999
575,"Blackwell, OK",0.0,0.0,0.0,3266.0,7174.0,9521.0,8537.0,9199.0,9588.0,8645.0,8400.0,7538.0,7668.0,7092.0,Blackwell city,36.8084241006,-97.3066037885
576,"Bladensburg, MD",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2899.0,3103.0,7488.0,7691.0,8064.0,7661.0,9148.0,Bladensburg town,38.9392779,-76.9338631
577,"Blaine, MN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7570.0,20573.0,28558.0,38975.0,44942.0,57186.0,Blaine city,45.1607987,-93.2349489
578,"Blaine, WA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3770.0,4684.0,Blaine city,48.993723100000004,-122.74711909999999
579,"Blair, NE",0.0,0.0,2970.0,2584.0,2702.0,2791.0,3289.0,3815.0,4931.0,6106.0,6418.0,6860.0,7512.0,7990.0,Blair city,41.5444379,-96.1250151
580,"Blairsville, PA",0.0,3126.0,3386.0,3572.0,4391.0,5296.0,5002.0,5000.0,4930.0,4411.0,4166.0,3595.0,3607.0,3412.0,Blairsville borough,40.4311796,-79.260869
581,"Blakely, GA",0.0,0.0,0.0,0.0,0.0,0.0,2774.0,3234.0,3580.0,5267.0,5880.0,5595.0,5696.0,5068.0,Blakely city,31.377675399999994,-84.934092
582,"Blakely, PA",0.0,0.0,3915.0,5345.0,6564.0,8260.0,8106.0,6828.0,6374.0,6391.0,7438.0,7222.0,7027.0,6564.0,Blakely borough,41.480913799999996,-75.5946319
583,"Blanchard, LA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2899.0,Blanchard town,32.580983,-93.89268129999999
584,"Blanchard, OK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2816.0,7670.0,Blanchard city,35.1417915006,-97.6818765885
585,"Blanchester, OH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3080.0,3202.0,4206.0,4220.0,4243.0,Blanchester village,39.2931174,-83.9888205
586,"Blanding, UT",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3118.0,3162.0,3162.0,3375.0,Blanding city,37.6241646,-109.478177
587,"Blasdell, NY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3127.0,3909.0,3910.0,3288.0,2900.0,2718.0,2553.0,Blasdell village,42.797281,-78.8233661
588,"Blissfield, MI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2653.0,2753.0,3107.0,3172.0,3223.0,3340.0,Blissfield village,41.832548700000004,-83.8624411
589,"Bloomer, WI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2556.0,2834.0,3143.0,3342.0,3085.0,3347.0,3539.0,Bloomer city,45.100238899999994,-91.4887724
590,"Bloomfield Hills, MI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3672.0,3985.0,4288.0,3940.0,3869.0,Bloomfield Hills city,42.583645000000004,-83.24548829999999
591,"Bloomfield, IA",0.0,0.0,0.0,0.0,0.0,0.0,2732.0,2688.0,2771.0,2718.0,2849.0,2580.0,2601.0,2640.0,Bloomfield city,40.7516884,-92.4149074
592,"Bloomfield, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2565.0,2705.0,2592.0,2542.0,0.0,0,39.0269903,-86.9375068
593,"Bloomfield, NJ",0.0,0.0,9668.0,15070.0,22019.0,38077.0,41623.0,49300.0,51900.0,52000.0,47800.0,45100.0,47700.0,0.0,Bloomfield township,40.806767,-74.1854226
594,"Bloomfield, NM",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4881.0,5214.0,6417.0,8112.0,Bloomfield city,36.711116499999996,-107.98451159999999
595,"Bloomingdale, GA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2665.0,2713.0,Bloomingdale city,32.132424900000004,-81.2990018
596,"Bloomingdale, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2974.0,12656.0,16614.0,21675.0,22018.0,Bloomingdale village,41.957528499999995,-88.0809036
597,"Bloomingdale, NJ",0.0,0.0,0.0,0.0,0.0,2543.0,2606.0,3251.0,5293.0,7797.0,7867.0,7530.0,7610.0,7656.0,Bloomingdale borough,41.002041999999996,-74.3265388
598,"Bloomington, IL",17180.0,20484.0,23286.0,25768.0,28725.0,30930.0,32868.0,34163.0,36271.0,39992.0,44189.0,51972.0,64808.0,76610.0,Bloomington city,40.4842027,-88.9936873
599,"Bloomington, IN",2756.0,4018.0,6460.0,8838.0,11595.0,18227.0,20870.0,26163.0,31357.0,43262.0,52663.0,60633.0,69291.0,80405.0,Bloomington city,39.165325,-86.5263857
600,"Bloomington, MN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50498.0,81970.0,81831.0,86335.0,85172.0,82893.0,Bloomington city,44.840798,-93.29827990000001
601,"Bloomsburg, PA",3702.0,4635.0,6170.0,7413.0,7819.0,9093.0,9799.0,10633.0,10655.0,11652.0,11717.0,12439.0,12375.0,14855.0,Bloomsburg town,41.003698,-76.45494570000001
602,"Blountstown, FL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2514.0,Blountstown city,30.4435293,-85.0451953
603,"Blue Ash, OH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8341.0,8324.0,9506.0,11860.0,12513.0,12114.0,Blue Ash city,39.2320029,-84.37827340000001
604,"Blue Earth, MN",0.0,0.0,2900.0,0.0,2568.0,2884.0,3702.0,3843.0,4200.0,3965.0,4132.0,3745.0,3621.0,3353.0,Blue Earth city,43.637454999999996,-94.1021821
605,"Blue Island, IL",0.0,3329.0,6114.0,8043.0,11424.0,16534.0,16638.0,17622.0,19618.0,22629.0,21855.0,21203.0,23463.0,23706.0,Blue Island city,41.657256200000006,-87.68004859999999
606,"Blue Springs, MO",0.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,2555.0,6779.0,25936.0,40153.0,48080.0,52575.0,Blue Springs city,39.0169509,-94.2816148
607,"Bluefield, VA",0.0,0.0,0.0,0.0,2752.0,3906.0,3921.0,4212.0,4235.0,5286.0,5946.0,5363.0,5078.0,5444.0,Bluefield town,37.252617,-81.2712105
608,"Bluefield, WV",0.0,0.0,4644.0,11188.0,15282.0,19339.0,20641.0,21506.0,19256.0,15921.0,16060.0,12756.0,11451.0,10447.0,Bluefield city,37.2698395,-81.2223195
609,"Bluffdale, UT",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4700.0,7598.0,Bluffdale city,40.489671200000004,-111.9388244
610,"Bluffton, IN",0.0,3589.0,4479.0,4987.0,5391.0,5074.0,5417.0,6076.0,6238.0,8297.0,8705.0,9020.0,9536.0,9897.0,Bluffton city,40.7386579,-85.1716368
611,"Bluffton, OH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2935.0,3310.0,3367.0,3896.0,4125.0,Bluffton village,40.895330200000004,-83.88882890000001
