,location,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010,Name_2010,lat,lng
143,"Anderson, CA",0.0,508.0,0.0,0.0,0.0,0.0,0.0,1501.0,4492.0,5492.0,7381.0,8299.0,9022.0,9932.0,Anderson city,40.448208,-122.2977815
144,"Anderson, IN",4126.0,10741.0,20178.0,22476.0,29767.0,39804.0,41572.0,46820.0,49061.0,70787.0,64695.0,59459.0,59734.0,56129.0,Anderson city,40.1053196,-85.6802541
145,"Anderson, SC",0.0,3018.0,5498.0,9654.0,10570.0,14383.0,19424.0,19770.0,41316.0,27556.0,27546.0,26184.0,25514.0,26686.0,Anderson city,34.5034394,-82.6501333
146,"Andover, KS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2801.0,4047.0,6698.0,11791.0,Andover city,37.7139041,-97.13642940000001
147,"Andover, MA",5169.0,6142.0,6813.0,7301.0,8268.0,9969.0,11122.0,0.0,17100.0,23700.0,0.0,29200.0,31200.0,0.0,Andover town,42.6584254,-71.1370012
148,"Andover, MN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9387.0,15216.0,26588.0,30598.0,Andover city,45.2332985,-93.2913405
149,"Andrews, SC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2702.0,2995.0,2879.0,3129.0,3050.0,3068.0,2861.0,Andrews town,33.451278,-79.56089709999999
150,"Andrews, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3294.0,11135.0,8625.0,11061.0,10678.0,9652.0,11088.0,Andrews city,32.3187158,-102.5457155
151,"Angels, CA",330.0,917.0,0.0,0.0,941.0,915.0,1163.0,1147.0,1121.0,1710.0,2302.0,2409.0,3004.0,3836.0,Angels city,38.0706893,-120.5501372
152,"Angier, NC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3419.0,4350.0,Angier town,35.5071045,-78.7391813
153,"Angleton, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3399.0,7312.0,9770.0,13929.0,17140.0,18130.0,18862.0,Angleton city,29.16941,-95.43188470000001
154,"Angola, IN",0.0,0.0,0.0,2610.0,2650.0,2665.0,3141.0,5081.0,4746.0,5117.0,5486.0,5824.0,7344.0,8612.0,Angola city,41.634772600000005,-84.9994088
155,"Ankeny, IA",0.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,2964.0,9151.0,15429.0,18482.0,27117.0,45582.0,Ankeny city,41.7297102,-93.6057734
156,"Ann Arbor, MI",8061.0,9431.0,14509.0,14817.0,19516.0,26944.0,29815.0,48251.0,67340.0,100035.0,107969.0,109592.0,114024.0,113934.0,Ann Arbor city,42.2708716,-83.72632940000001
157,"Anna, IL",0.0,0.0,2618.0,2809.0,3019.0,3436.0,4092.0,4380.0,4280.0,4766.0,5408.0,4805.0,5136.0,4442.0,Anna city,37.4603274,-89.2470282
158,"Anna, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8249.0,Anna city,33.3490012,-96.54859909999999
159,"Annandale, MN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2684.0,3228.0,Annandale city,45.2627428,-94.12442709999999
160,"Annapolis, MD",6642.0,7604.0,8525.0,8609.0,11214.0,12531.0,13069.0,10047.0,23385.0,30095.0,31740.0,33187.0,35838.0,38394.0,Annapolis city,38.9784453,-76.4921829
161,"Anniston, AL",0.0,9998.0,9695.0,12794.0,17734.0,22345.0,25523.0,31066.0,33657.0,31533.0,29135.0,26623.0,24276.0,23106.0,Anniston city,33.659825700000006,-85.8316318
162,"Anoka, MN",2706.0,4252.0,3769.0,3972.0,4287.0,4851.0,6426.0,7396.0,10562.0,13298.0,15634.0,17192.0,18076.0,17142.0,Anoka city,45.19774279999999,-93.3871758
163,"Anson, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2708.0,2890.0,2615.0,2831.0,2644.0,2556.0,0.0,0,32.7565042,-99.89620699999999
164,"Ansonia, CT",3855.0,10342.0,12681.0,15152.0,17643.0,19898.0,19210.0,18706.0,19819.0,21160.0,19039.0,18403.0,18554.0,19249.0,Ansonia city,41.346207799999995,-73.0789969
165,"Anthony, KS",0.0,0.0,0.0,2669.0,2740.0,2947.0,2873.0,2792.0,2744.0,2653.0,2661.0,2516.0,0.0,0.0,0,37.1533554,-98.03117280000001
166,"Anthony, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2640.0,3328.0,3850.0,5011.0,Anthony town,31.999267600000003,-106.60554779999998
167,"Antigo, WI",0.0,4424.0,5145.0,7196.0,8451.0,8610.0,9495.0,9902.0,9691.0,9005.0,8653.0,8276.0,8560.0,8234.0,Antigo city,45.140245,-89.1523353
168,"Antioch, CA",626.0,635.0,674.0,1124.0,1936.0,3563.0,5106.0,11051.0,17305.0,28060.0,42683.0,62195.0,90532.0,102372.0,Antioch city,38.0049214,-121.80578899999999
169,"Antioch, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3189.0,4419.0,6105.0,8788.0,14430.0,Antioch village,42.477241799999994,-88.0956396
170,"Antlers, OK",0.0,0.0,0.0,0.0,0.0,0.0,3254.0,2506.0,0.0,2685.0,2989.0,2524.0,2552.0,0.0,0,34.2351594006,-95.64403068850001
171,"Apache Junction, AZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,9935.0,18100.0,31814.0,35840.0,Apache Junction city,33.4150485,-111.5495777
172,"Apex, NC",0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,1400.0,2200.0,2847.0,4968.0,20212.0,37476.0,Apex town,35.732652,-78.85028559999999
173,"Apopka, FL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3578.0,4045.0,6019.0,13512.0,26642.0,41542.0,Apopka city,28.6805529,-81.5095165
174,"Appalachia, VA",0.0,0.0,0.0,0.0,0.0,3595.0,3010.0,2915.0,0.0,0.0,0.0,0.0,0.0,0.0,0,36.9067631,-82.7818275
175,"Apple Valley, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500.0,6702.0,14305.0,46079.0,54239.0,69135.0,Apple Valley town,34.5008311,-117.18587590000001
176,"Apple Valley, MN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8502.0,21818.0,34598.0,45527.0,49084.0,Apple Valley city,44.7319094,-93.21772
177,"Appleton, MN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2871.0,0.0,0,45.196905799999996,-96.0197673
178,"Appleton, WI",8005.0,11869.0,15085.0,16773.0,19561.0,25267.0,28436.0,34010.0,48411.0,56377.0,58913.0,65695.0,70087.0,72623.0,Appleton city,44.2619309,-88.4153847
179,"Arab, AL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2989.0,4399.0,5967.0,6321.0,7174.0,8050.0,Arab city,34.318149700000006,-86.49582190000001
180,"Aransas Pass, TX",0.0,0.0,0.0,0.0,0.0,0.0,4095.0,5396.0,6021.0,5813.0,7173.0,7180.0,8138.0,8204.0,Aransas Pass city,27.909467699999997,-97.14998979999999
181,"Arcadia, CA",0.0,0.0,0.0,696.0,2239.0,5216.0,9122.0,23066.0,41005.0,45138.0,45993.0,48290.0,53054.0,56364.0,Arcadia city,34.139729200000005,-118.0353449
182,"Arcadia, FL",0.0,0.0,0.0,0.0,3479.0,4082.0,4055.0,4764.0,5889.0,5658.0,6002.0,6488.0,6604.0,7637.0,Arcadia city,27.2158826,-81.85841640000001
183,"Arcadia, LA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2547.0,2970.0,3403.0,3079.0,3041.0,2919.0,Arcadia town,32.549040600000005,-92.920158
184,"Arcadia, WI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2925.0,Arcadia city,44.2527405,-91.5015432
185,"Arcata, CA",702.0,962.0,952.0,1121.0,1486.0,1709.0,1855.0,3729.0,5235.0,8985.0,12850.0,15197.0,16651.0,17231.0,Arcata city,40.866516600000004,-124.0828396
186,"Archbald, PA",3049.0,4032.0,5396.0,7194.0,8603.0,9587.0,8296.0,6304.0,5471.0,6118.0,6295.0,6291.0,6220.0,6984.0,Archbald borough,41.49480379999999,-75.53685209999999
187,"Archbold, OH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3047.0,3318.0,3440.0,4290.0,4346.0,Archbold village,41.5214401,-84.307172
188,"Archdale, NC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6103.0,5745.0,6913.0,9014.0,11415.0,Archdale city,35.914581,-79.97198309999999
189,"Archer Lodge, NC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4292.0,Archer Lodge town,35.6940442,-78.3755557
190,"Arcola, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2714.0,2678.0,2652.0,2916.0,Arcola city,39.684754999999996,-88.3064367
191,"Arden Hills, MN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3930.0,5628.0,8012.0,9199.0,9652.0,9552.0,Arden Hills city,45.0502435,-93.15661120000001
192,"Ardmore, OK",0.0,0.0,5681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,34.1782085006,-97.1674084885
193,"Ardmore, OK",0.0,0.0,5700.0,8618.0,14181.0,15741.0,16886.0,17890.0,20184.0,20881.0,23689.0,23079.0,23711.0,24283.0,Ardmore city,34.1782085006,-97.1674084885
194,"Ardsley, NY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3991.0,4470.0,4183.0,4272.0,4269.0,4452.0,Ardsley village,41.0106531,-73.8437452
195,"Argo, AL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4071.0,Argo town,33.681768100000006,-86.5305409
196,"Argyle, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3282.0,Argyle city,33.1212321,-97.1833475
197,"Arkadelphia, AR",0.0,0.0,2739.0,2745.0,3311.0,3380.0,5078.0,6819.0,8069.0,9841.0,10005.0,10014.0,10912.0,10714.0,Arkadelphia city,34.1209292,-93.053784
198,"Arkansas City, KS",0.0,8347.0,6140.0,7508.0,11253.0,13946.0,12752.0,12903.0,14262.0,13216.0,13201.0,12762.0,11963.0,12415.0,Arkansas City city,37.0619736,-97.0383712
199,"Arlington Heights, IL",0.0,0.0,1400.0,0.0,0.0,4997.0,5668.0,8768.0,27878.0,65058.0,66116.0,75460.0,76031.0,75101.0,Arlington Heights village,42.0883603,-87.9806265
200,"Arlington, MA",4100.0,5629.0,8603.0,11187.0,18665.0,36094.0,40013.0,0.0,50000.0,53500.0,0.0,44600.0,42400.0,0.0,Arlington town,42.4153739,-71.1564428
201,"Arlington, TN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2569.0,11517.0,Arlington town,35.2961973,-89.661469
202,"Arlington, TX",0.0,0.0,700.0,0.0,3031.0,3661.0,4240.0,7692.0,44775.0,90229.0,160113.0,261721.0,332969.0,365438.0,Arlington city,32.735687,-97.10806559999999
203,"Arlington, WA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3282.0,4037.0,11713.0,17926.0,Arlington city,48.1987118,-122.12514180000001
204,"Arnold, MO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,5000.0,19141.0,18828.0,19965.0,20808.0,Arnold city,38.4328317,-90.3776187
205,"Arnold, PA",0.0,0.0,0.0,0.0,6120.0,10575.0,10898.0,10263.0,9437.0,8174.0,6853.0,6113.0,5667.0,5157.0,Arnold city,40.348264349999994,-79.7958801
206,"Arroyo Grande, CA",0.0,466.0,0.0,0.0,760.0,892.0,1090.0,1723.0,3291.0,7454.0,11290.0,14378.0,15851.0,17252.0,Arroyo Grande city,35.118586900000004,-120.59072520000001
207,"Artesia, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9993.0,14757.0,14301.0,15464.0,16380.0,16522.0,Artesia city,33.8658484,-118.08312120000001
208,"Artesia, NM",0.0,0.0,0.0,0.0,0.0,0.0,4071.0,8244.0,12000.0,10315.0,10385.0,10610.0,10692.0,11301.0,Artesia city,32.8423345,-104.4032963
209,"Arvada, CO",0.0,0.0,300.0,0.0,0.0,0.0,1500.0,0.0,19242.0,49083.0,84576.0,89235.0,102153.0,106433.0,Arvada city,39.802764399999994,-105.08748419999999
210,"Arvin, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5007.0,5310.0,5199.0,6863.0,9286.0,12956.0,19304.0,Arvin city,35.209129,-118.82843100000001
211,"Asbury Park, NJ",0.0,0.0,4148.0,10150.0,12400.0,14981.0,14617.0,17094.0,17366.0,16533.0,17015.0,16799.0,16930.0,16116.0,Asbury Park city,40.2203907,-74.01208170000001
212,"Asbury, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4170.0,Asbury city,42.51444620000001,-90.75151600000001
213,"Ashburn, GA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2918.0,3291.0,4209.0,4766.0,4827.0,4419.0,4152.0,Ashburn city,31.706013399999996,-83.653224
214,"Ashdown, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2738.0,2725.0,3522.0,4218.0,5150.0,4781.0,4723.0,Ashdown city,33.6742867,-94.1313054
215,"Asheboro, NC",0.0,0.0,0.0,0.0,2559.0,5021.0,6981.0,7701.0,9449.0,10797.0,15252.0,16362.0,21672.0,25012.0,Asheboro city,35.7079146,-79.8136446
216,"Asheville, NC",2616.0,10235.0,14694.0,18762.0,28504.0,50193.0,51310.0,53000.0,60186.0,57929.0,54022.0,61607.0,68889.0,83393.0,Asheville city,35.600945200000005,-82.554015
217,"Ashland City, TN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2552.0,3641.0,4541.0,Ashland City town,36.27422070000001,-87.0641699
218,"Ashland, KY",3280.0,4195.0,6800.0,8688.0,14729.0,29074.0,29537.0,31131.0,31283.0,29245.0,27064.0,23622.0,21981.0,21684.0,Ashland city,38.4784144,-82.63793869999999
219,"Ashland, MO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3707.0,Ashland city,38.7744802,-92.2571304
220,"Ashland, OH",3004.0,3566.0,4087.0,6795.0,9249.0,11141.0,12453.0,14287.0,17419.0,19872.0,20326.0,20079.0,21249.0,20362.0,Ashland city,40.8686675,-82.3182178
221,"Ashland, OR",842.0,1784.0,2634.0,5020.0,4283.0,4544.0,4744.0,7739.0,9119.0,12342.0,14943.0,16234.0,19522.0,20078.0,Ashland city,42.1945759,-122.7094767
222,"Ashland, PA",6052.0,7346.0,6438.0,6855.0,6666.0,7164.0,7045.0,6192.0,5007.0,4737.0,4235.0,3859.0,3283.0,2817.0,Ashland borough,40.7817542,-76.3457825
223,"Ashland, VA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2610.0,2773.0,2934.0,4640.0,5864.0,6619.0,7225.0,Ashland town,37.759031799999995,-77.4799837
224,"Ashland, WI",0.0,9956.0,13074.0,11594.0,11334.0,10622.0,11101.0,10640.0,10132.0,9615.0,9115.0,8695.0,8620.0,8216.0,Ashland city,46.59244279999999,-90.8837982
225,"Ashley, PA",2799.0,3192.0,4046.0,5601.0,6520.0,7093.0,6371.0,5243.0,4258.0,4095.0,3512.0,3291.0,2866.0,2790.0,Ashley borough,41.2103599,-75.8965859
226,"Ashtabula, OH",4445.0,8338.0,12949.0,18266.0,22082.0,23301.0,21405.0,23696.0,24559.0,24313.0,23449.0,21633.0,20962.0,19124.0,Ashtabula city,41.8650534,-80.7898089
227,"Ashville, OH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3174.0,4097.0,Ashville village,39.7156186,-82.9529584
228,"Ashwaubenon, WI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14486.0,16376.0,17634.0,16963.0,Ashwaubenon village,44.4822137,-88.07010340000001
229,"Aspen, CO",0.0,5108.0,3303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3678.0,5049.0,5914.0,6658.0,Aspen city,39.19109829999999,-106.81753870000001
230,"Aspinwall, PA",0.0,0.0,0.0,2592.0,3170.0,4263.0,4716.0,4084.0,3727.0,3541.0,3284.0,2880.0,2960.0,2801.0,Aspinwall borough,40.4914575,-79.90477320000001
231,"Atascadero, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3443.0,5983.0,10290.0,16232.0,23138.0,26411.0,28310.0,Atascadero city,35.4894169,-120.67072549999999
232,"Atchison, KS",15105.0,13963.0,15722.0,16429.0,12630.0,13024.0,12648.0,12792.0,12529.0,12565.0,11407.0,10656.0,10232.0,11021.0,Atchison city,39.5630521,-95.12163559999999
233,"Athens, AL",0.0,0.0,0.0,0.0,3323.0,4238.0,4342.0,6309.0,9330.0,14360.0,14558.0,16901.0,18967.0,21897.0,Athens city,34.8028661,-86.97167409999999
234,"Athens, GA",6099.0,8639.0,10245.0,14913.0,16748.0,18192.0,20650.0,28180.0,31355.0,44342.0,42549.0,45734.0,100266.0,115452.0,Athens-Clarke County unified government (balance),33.960947999999995,-83.3779358
235,"Athens, OH",0.0,2620.0,3066.0,5463.0,6418.0,7252.0,7696.0,11660.0,16470.0,24168.0,19743.0,21265.0,21342.0,23832.0,Athens city,39.3292396,-82.10125550000001
236,"Athens, PA",0.0,3274.0,3749.0,3796.0,4384.0,4372.0,4215.0,4430.0,4515.0,4173.0,3622.0,3468.0,3415.0,3367.0,Athens borough,41.957296500000005,-76.5179991
237,"Athens, TN",0.0,0.0,1800.0,0.0,2580.0,5385.0,6930.0,8618.0,12103.0,11790.0,12080.0,12054.0,13220.0,13458.0,Athens city,35.44285120000001,-84.5929898
238,"Athens, TX",0.0,0.0,0.0,0.0,3176.0,4342.0,4765.0,5194.0,7086.0,9582.0,10197.0,10967.0,11297.0,12710.0,Athens city,32.2048735,-95.8555207
239,"Atherton, CA",0.0,0.0,0.0,0.0,0.0,1242.0,1908.0,3630.0,7717.0,8085.0,7797.0,7163.0,7194.0,6914.0,Atherton town,37.46132720000001,-122.19774299999999
240,"Athol, MA",4307.0,6319.0,7061.0,8536.0,9792.0,10677.0,11180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Athol town,42.595920299999996,-72.2267497
241,"Atkins, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3002.0,2834.0,2878.0,3016.0,Atkins city,35.246471899999996,-92.93655809999998
242,"Atlanta, GA",37409.0,65533.0,89872.0,154839.0,200616.0,270366.0,302288.0,331314.0,487455.0,495039.0,425022.0,394017.0,416474.0,420003.0,Atlanta city,33.7489954,-84.3879824
243,"Atlanta, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3782.0,4076.0,5007.0,6272.0,6118.0,5745.0,5675.0,Atlanta city,33.1137419,-94.1643537
244,"Atlantic Beach, FL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3125.0,0.0,7847.0,11636.0,13368.0,12655.0,Atlantic Beach city,30.3344077,-81.398696
245,"Atlantic City, NJ",5477.0,13055.0,27838.0,46150.0,50707.0,66198.0,64094.0,61657.0,59544.0,47859.0,40199.0,37986.0,40517.0,39558.0,Atlantic City city,39.3642834,-74.4229266
246,"Atlantic Highlands, NJ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3083.0,4119.0,5102.0,4950.0,4629.0,4705.0,4385.0,Atlantic Highlands borough,40.4078865,-74.034306
247,"Atlantic, IA",3662.0,4351.0,5046.0,4560.0,5329.0,5585.0,5802.0,6480.0,6890.0,7306.0,7789.0,7432.0,7257.0,7112.0,Atlantic city,41.403600700000005,-95.0138776
248,"Atmore, AL",0.0,0.0,0.0,0.0,0.0,3035.0,3200.0,5720.0,8173.0,8293.0,8789.0,8046.0,7676.0,10194.0,Atmore city,31.0237921,-87.4938708
249,"Atoka, OK",0.0,0.0,0.0,0.0,0.0,0.0,2548.0,2653.0,2877.0,3346.0,3409.0,3298.0,2988.0,3107.0,Atoka city,34.3898731006,-96.1521082885
250,"Atoka, TN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3235.0,8387.0,Atoka town,35.4411945,-89.7781379
251,"Attica, IN",0.0,0.0,3005.0,3335.0,3392.0,3700.0,3760.0,3862.0,4341.0,4262.0,3841.0,3457.0,3491.0,3245.0,Attica city,40.2942039,-87.2488988
252,"Attica, NY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2676.0,2758.0,2911.0,2659.0,2630.0,2597.0,2547.0,Attica village,42.8642267,-78.2802946
253,"Attleboro, MA",11111.0,7577.0,11335.0,16215.0,19731.0,21769.0,22071.0,23809.0,27118.0,32907.0,34196.0,38383.0,42068.0,43593.0,Attleboro city,41.9445441,-71.2856082
254,"Atwater, CA",0.0,0.0,0.0,0.0,0.0,917.0,1235.0,2856.0,7318.0,11640.0,17530.0,22282.0,23113.0,28168.0,Atwater city,37.3477174,-120.60908400000001
255,"Au Sable, MI",0.0,4328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44.4108489,-83.3321899
256,"Aubrey, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2595.0,Aubrey city,33.304283500000004,-96.986118
257,"Auburn Hills, MI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17076.0,19837.0,21412.0,Auburn Hills city,42.6875323,-83.23410279999999
258,"Auburn, AL",0.0,0.0,1400.0,0.0,0.0,2800.0,4652.0,12939.0,16261.0,22767.0,28471.0,33830.0,42987.0,53380.0,Auburn city,32.6098566,-85.48078249999999
259,"Auburn, CA",1229.0,1595.0,2050.0,2376.0,2289.0,2661.0,4013.0,4653.0,5586.0,6570.0,7540.0,10592.0,12462.0,13330.0,Auburn city,38.8965654,-121.07689009999999
260,"Auburn, GA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3139.0,6904.0,6887.0,Auburn city,34.0137179,-83.8276759
261,"Auburn, IL",0.0,0.0,0.0,0.0,2660.0,0.0,0.0,0.0,0.0,2594.0,3616.0,3724.0,4317.0,4771.0,Auburn city,39.591719700000006,-89.7464874
262,"Auburn, IN",0.0,0.0,3396.0,3919.0,4650.0,5088.0,5415.0,5879.0,6350.0,7337.0,8122.0,9379.0,12074.0,12731.0,Auburn city,41.3669942,-85.0588575
263,"Auburn, MA",0.0,0.0,0.0,0.0,0.0,6147.0,6629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Auburn town,42.1945385,-71.8356271
264,"Auburn, ME",9555.0,11250.0,12951.0,15064.0,16985.0,18571.0,19817.0,23134.0,24449.0,24151.0,23128.0,24309.0,23203.0,23055.0,Auburn city,44.0978509,-70.2311655
265,"Auburn, NE",0.0,0.0,2664.0,2729.0,2863.0,3068.0,3639.0,3422.0,3229.0,3650.0,3482.0,3443.0,3350.0,3460.0,Auburn city,40.3927792,-95.8388861
266,"Auburn, NY",21924.0,25858.0,30345.0,34668.0,36192.0,36652.0,35753.0,36722.0,35249.0,34599.0,32548.0,31258.0,28574.0,27687.0,Auburn city,42.9317335,-76.56605290000002
267,"Auburn, WA",0.0,0.0,0.0,0.0,3163.0,3906.0,4211.0,6497.0,11933.0,21653.0,26417.0,33102.0,40314.0,70180.0,Auburn city,47.307322799999994,-122.22845320000002
268,"Auburndale, FL",0.0,0.0,0.0,0.0,0.0,0.0,2723.0,3763.0,5595.0,5386.0,6501.0,8858.0,11032.0,13507.0,Auburndale city,28.065297499999996,-81.7886906
269,"Audubon, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2808.0,2928.0,2907.0,2841.0,2524.0,0.0,0.0,0,41.718042100000005,-94.9324868
270,"Audubon, NJ",0.0,0.0,0.0,0.0,4740.0,8904.0,8906.0,9531.0,10440.0,10802.0,9533.0,9205.0,9182.0,8819.0,Audubon borough,39.8909466,-75.07295040000001
271,"Augusta, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2777.0,3496.0,2759.0,2665.0,0.0,0,35.2823079,-91.3654063
272,"Augusta, GA",21891.0,33300.0,39441.0,41040.0,52548.0,60342.0,65919.0,71508.0,70626.0,59864.0,47532.0,44639.0,195182.0,195844.0,Augusta-Richmond County consolidated government,33.4709702,-81.97483790000001
273,"Augusta, KS",0.0,0.0,0.0,0.0,4219.0,4033.0,3821.0,4483.0,6434.0,5977.0,6968.0,7876.0,8423.0,9274.0,Augusta city,37.6866844,-96.97670240000001
274,"Augusta, ME",8665.0,10527.0,11683.0,13211.0,14114.0,17198.0,19360.0,20913.0,21680.0,21945.0,21819.0,21325.0,18560.0,19136.0,Augusta city,44.310624100000005,-69.7794897
275,"Aumsville, OR",0.0,0.0,0.0,0.0,171.0,153.0,174.0,281.0,300.0,590.0,1432.0,1650.0,3003.0,3584.0,Aumsville city,44.8409548,-122.8709243
276,"Aurora, CO",0.0,0.0,0.0,0.0,0.0,0.0,3437.0,11421.0,48548.0,74389.0,158588.0,222103.0,276393.0,325078.0,Aurora city,39.729431899999994,-104.8319195
277,"Aurora, IL",11873.0,19688.0,24147.0,29807.0,36397.0,46589.0,47170.0,50576.0,63715.0,74974.0,81293.0,99581.0,142990.0,197899.0,Aurora city,41.7605849,-88.3200715
278,"Aurora, IN",4435.0,3929.0,3645.0,4410.0,4299.0,4386.0,4828.0,4780.0,4119.0,4293.0,3816.0,3825.0,3965.0,3750.0,Aurora city,39.05700220000001,-84.9013402
279,"Aurora, MO",0.0,3482.0,6191.0,4148.0,3575.0,3875.0,4056.0,4153.0,4683.0,5359.0,6437.0,6459.0,7014.0,7508.0,Aurora city,36.970890999999995,-93.717979
280,"Aurora, NE",0.0,0.0,0.0,2630.0,2962.0,2715.0,0.0,0.0,2576.0,3180.0,3717.0,3810.0,4225.0,4479.0,Aurora city,40.8672344,-98.0042212
281,"Aurora, OH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4049.0,6549.0,8177.0,9192.0,13556.0,15548.0,Aurora city,41.3175549,-81.3453858
282,"Austell, GA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2632.0,3939.0,4173.0,5359.0,6581.0,Austell city,33.8126059,-84.6343783
283,"Austin, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3838.0,4902.0,4857.0,4310.0,4724.0,4295.0,Austin city,38.758390000000006,-85.8080251
284,"Austin, MN",0.0,3901.0,5474.0,6960.0,10118.0,12276.0,18307.0,23100.0,27908.0,26210.0,23020.0,21907.0,23314.0,24718.0,Austin city,43.6666296,-92.9746367
285,"Austin, PA",0.0,0.0,0.0,2941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41.631175799999994,-78.09139420000001
286,"Austin, TX",11013.0,14575.0,22258.0,29860.0,34876.0,53120.0,87930.0,132459.0,186545.0,253539.0,345890.0,465622.0,656562.0,790390.0,Austin city,30.267153000000004,-97.7430608
287,"Ava, MO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2504.0,2761.0,2938.0,3021.0,2993.0,Ava city,36.951999,-92.66044570000001
